"Server","CPU %","Mem %"
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
"SRV005010",,
